Speaker Name,イン点,アウト点,文字起こし,色選択
藤井,00:54:42:22,00:54:49:00,さっきの話でいくと、これすごいですね。 これ、多答えになりましたよ。,Rose
相馬1,00:54:49:05,00:54:50:22,そうです。,Lavender
藤井,00:54:50:27,00:55:04:38,自節柄さえずりかなとは思うんですけど 結構長い。 ずいぶんなんか… 私本当に野鳥わかんないんですよ これ、さっきのでもパーフェクト系でいくとパーフェクトなんですかね。 いっぱい来ましたよ。,Rose
藤井,00:55:04:43,00:55:09:47,どうなんですかね 成分頑張ってますね なんかいるんですかね こっちも。,Rose
藤井1,00:55:09:52,00:55:12:52,受け入れ。,Lavender
相馬,00:55:12:57,00:55:21:26,これは違う鳥…カラスも鳴いてるし めっちゃ続いてますけどこれ なんか喧嘩してるんですかこれ 喧嘩してるんですか? なんですかね… なんなんですかね、きっと普通なんかガチの野鳥研究者に笑われますね,Violet
藤井,00:55:21:31,00:55:46:31,このさえずりとか何か区分があるんですか さえずりは音帯だと繁殖器に聞かれる音響的に複雑な声と言われていて 外偶者選択と縄張り防衛に寄与するというのが定義です。 そうなんですか すごい定義が そうなんですか。 あるです 面白いですね,Rose
相馬,00:55:46:36,00:55:49:51,面白いですね。 だから、カラスの蚊とかいうやつは、 あれはいつも聞かれるし、繁殖器でもないし、,Violet
藤井1,00:55:49:56,00:55:52:28,そうなんですか。すごい定義が。,Lavender
話者 1,00:55:52:32,00:55:53:23,あるんで。,Lavender
藤井,00:55:53:28,00:55:54:04,直気でもないし あと そうなんですね,Rose
相馬,00:55:54:04,00:56:02:25,あと音響的に複雑でもないので、 だからさえずりではない。 さえずりと、それと対称するのが地鳴きと言われる。 地鳴きですか。 さっきのカースのカーみたいなのとか、サイズり以外のもの全部地無きというんですけどね。,Violet
藤井1,00:56:02:30,00:56:03:38,なんですかね。,Lavender
相馬1,00:56:03:43,00:56:08:34,でもはいはい。,Lavender
藤井,00:56:08:39,00:56:21:55,なるほどね さっきのまさにQIもしくは縄張り的な なのかなと思ったんですけど なのかなと思ったんですが、私はよくわからないです。何だったんでしょうね。 私もよくわからないです なんだったんでしょうね またこれ これはちょっと違います,Rose
藤井1,00:56:22:00,00:56:24:37,まさに求愛もしくは話。,Lavender
藤井,00:56:24:42,00:56:32:03,これはちょっと。 これはトラックですよね これはトラックの音ですよ。 これはまだトラックなの,Rose
話者 1,00:56:32:07,00:56:40:55,これ。,Lavender
藤井,00:56:41:00,00:56:48:38,フジさん、なんか耳が音楽と音の方にチューニングされてそう いやいやいやなんかね周りの音に耳を傾けると 周りごとにも言うのもね 普段はねシャットアウトしてね特に話夢中になってちょっと でもねジャズやってるとね 周りを聞かないとダメなんですよ 自分の世界だけに入っちゃうとね聞こえてないとダメですね ドラマって面白い聞き物でね,Rose
藤井1,00:56:48:42,00:56:52:48,よく耳をね。,Lavender
話者 1,00:56:52:52,00:56:57:03,話を。,Lavender
藤井1,00:56:57:08,00:57:00:57,なぜやってですね。,Lavender
藤井,00:57:01:02,00:57:08:25,そうなんですね 特に聞いてないと成り立たないですね ジャズ?あ、そっか 結構周り全体がどうなってて その人たちが何を意味しようとしてるかとか,Rose
藤井1,00:57:08:30,00:57:14:53,ドラマ面白い生き物ですね。特に聞いてない。,Lavender
相馬,00:57:14:57,00:57:24:16,要しになんか俯瞰的に自分が見えてないとダメみたいな そうですね よく自分の中に他者を持つっていうかね そういう感じですか?,Violet
藤井,00:57:24:21,00:57:27:32,結構多様な自分を 客観として観と両方っていうんですかね,Rose
藤井1,00:57:27:37,00:57:31:43,よく自分がそう思って。,Lavender
相馬,00:57:31:48,00:57:34:57,それでも演奏しながらそれをやっていられるっていうのは 結構なかなか大変なものですね。,Violet
話者 1,00:57:34:57,00:57:37:09,をです。,Lavender
藤井,00:57:37:13,00:57:38:36,面白いですよ,Rose
相馬,00:57:38:40,00:57:48:00,私、音楽がダメなんですよ。 ダメだっていうのは能力的にダメなんですね ダメっていうのは能力的にダメなんですね。,Violet
相馬1,00:57:48:05,00:57:51:50,ダメなんです。,Lavender
相馬,00:57:51:55,00:58:02:29,なので、皆さんすごいなと思うんですけど。 それはそうかもしれないですね すごいメタにやってること一緒やなって思いますけど そこで簡単にやっていくのがいいですよね 確かに確かに でも音楽ってどうなんですか あれはやっぱり才能とトレーニングの部分と 持って生まれた能力とどのくらい聞いてくるのかしらと思うんですよね,Violet
藤井1,00:58:02:34,00:58:06:00,研究者枠。,Lavender
相馬1,00:58:06:05,00:58:07:50,ですね。,Lavender
藤井,00:58:07:55,00:58:17:49,それはいい質問ですね,Rose
藤井,00:58:17:53,00:58:24:19,それはいいですね でもさっきの話だとね、やっぱりシグナルっていうか 持って生まれたその人だけの 与えられているものっていうのがあって それにもかかわらず他を真似していると なんか歪なんですよね 信号が歪になっていて その歪じゃないと乗り越えて その人だけの元から持っている要素も 環境も含めて 今その時その人がそこにいるみたいな音が鳴らせると 一番いいんですけど それもでも自己独りよがりの音じゃなくて 全宇宙と繋がってますみたいな 全員周りも聞こえてるし自分も聞こえてるし,Rose
藤井1,00:58:24:24,00:58:27:38,ですね。,Lavender
藤井1,00:58:27:43,00:58:32:20,シグナル。,Lavender
藤井,00:58:32:24,00:59:03:41,いいですね。 全ての果ては全世界の音を聞いてますぐらいの でも自分の音みたいな っていうのが出たら最高ですね 何言ってないみたいな感じですけど わかんない さっきのさえずりっていうね そういう彼らにとっての言葉というかね,Rose
藤井1,00:59:03:46,00:59:18:32,周りもそうですし、自分もするし、発表発表、全世界を聞いて、でも自分っていうのが出たら。,Lavender
相馬,00:59:18:37,00:59:26:48,そうですね 私たち飼ってる鳥って老化するんですよ,Violet
藤井,00:59:26:53,00:59:29:19,老化する?,Rose
藤井1,00:59:29:24,00:59:30:56,から。,Lavender
相馬,00:59:31:01,00:59:36:23,老化する? カレーね カレー? エイジングのカレーですね ドラマーとか ドラマの方ってフィジカルパフォーマンスやっぱり華麗の影響ってあるんですか?,Violet
相馬,00:59:36:28,00:59:47:00,めっちゃありますね めっちゃありますよ 感じます?センシティブな話題に,Violet
藤井,00:59:47:05,00:59:51:33,でも結構ね お年寄りになったドラマーもいるんですけど いい味だしてたり,Rose
相馬1,00:59:51:38,00:59:55:41,あります。,Lavender
藤井1,00:59:55:46,01:00:01:51,いやでもでもようになった。ドラマ見るいい味だ。,Lavender
